Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results	Substrate
NODE_43341_length_994_cov_4.548456_2	3.2.1.1:1;3.2.1.-:1	GH13_19(2-163)	GH13_e62(2-162)	GH13_19	3	GH13_19	alpha-glucan
NODE_4334_length_6699_cov_4.844973_1	-	-	-	GT39	1	-	-
NODE_4334_length_6699_cov_4.844973_3	-	-	-	GH0	1	-	-
NODE_43368_length_994_cov_2.323749_2	-	-	GT2(8-96)	-	1	-	-
NODE_43395_length_993_cov_7.270789_1	-	GH103(36-329)	GH103_e22(37-329)	GH103	3	GH103_e22	peptidoglycan
NODE_433_length_37697_cov_20.539132_3	-	-	-	PL9_3+PL9_3	1	-	-
NODE_43400_length_993_cov_4.238806_1	-	-	-	AA1_3+AA1_3	1	-	-
NODE_4341_length_6691_cov_23.348252_6	-	GT4(189-337)	GT4_e3124(193-344)	GT4	3	GT4_e3124	-
NODE_43436_length_993_cov_1.409382_1	-	GH19_1(222-331)	GH19_e39(224-331)	GH19_1	3	GH19_1	-
NODE_43439_length_992_cov_110.878335_1	-	-	-	GT2	1	-	-
NODE_43456_length_992_cov_2.637140_2	-	-	CBM91_e19(62-151)	CBM0	2	CBM91_e19	xylan
NODE_43482_length_992_cov_1.693703_2	-	-	-	GT2	1	-	-
NODE_434_length_37549_cov_5.914173_16	2.4.1.-:30|2.4.1.-:33	GH72(1-281)+CBM43(335-415)	GH72_e1(1-281)+CBM43_e30(335-417)	GH72+CBM43	3	GH72_e1|CBM43_e30	beta-glucan
NODE_434_length_37549_cov_5.914173_5	-	-	-	GH13_22+GH13_22+GT5	1	-	-
NODE_4350_length_6682_cov_5.980232_2	-	GH32(50-315)	GH32_e103(52-322)	GH32	3	GH32_e103	fructan
NODE_43526_length_991_cov_2.726496_1	-	-	-	GH13_16	1	-	-
NODE_43547_length_991_cov_1.841880_1	-	-	-	GH16	1	-	-
NODE_43568_length_990_cov_6.048128_1	-	GT2(6-168)	GT2(6-165)	GT2	3	GT2	-
NODE_43569_length_990_cov_4.911230_1	-	-	GT4_e2866(197-288)	GT4	2	GT4_e2866	-
NODE_4356_length_6678_cov_5.029443_1	-	-	GT8_e219(58-362)	GT8	2	GT8_e219	-
NODE_43580_length_990_cov_3.140107_1	-	-	-	GH73	1	-	-
NODE_43591_length_990_cov_2.536898_1	-	GH24(9-132)	GH24_e27(10-125)	-	2	GH24_e27	peptidoglycan
NODE_435_length_37432_cov_83.603687_19	4.2.2.n1:10	GH23(491-616)	GH23_e96(491-616)	GH23	3	GH23_e96	-
NODE_43619_length_989_cov_16.446467_2	-	GT119(24-196)	-	GT119	2	GT119	-
NODE_43624_length_989_cov_5.110278_1	-	-	-	GH23	1	-	-
NODE_4362_length_6672_cov_3.576092_4	-	-	-	CBM1	1	-	-
NODE_43683_length_988_cov_3.318328_1	-	-	-	GH73	1	-	-
NODE_436_length_37422_cov_21.352289_30	-	-	-	GT4	1	-	-
NODE_4370_length_6659_cov_38.941399_4	-	-	-	GT0	1	-	-
NODE_4370_length_6659_cov_38.941399_5	-	AA3_2(2-532)	AA3_e57(3-532)	AA3_2	3	AA3_2	-
NODE_43746_length_987_cov_3.742489_2	-	GH188(1-133)	-	-	1	-	-
NODE_43752_length_987_cov_3.113734_1	-	-	-	GT4	1	-	-
NODE_43757_length_987_cov_2.879828_1	-	-	-	GH89	1	-	-
NODE_43766_length_987_cov_2.353004_3	-	-	-	GH29	1	-	-
NODE_43768_length_987_cov_2.251073_1	-	-	-	PL2_1	1	-	-
NODE_4378_length_6648_cov_12.298953_4	-	-	-	GH92	1	-	-
NODE_4379_length_6647_cov_30.648817_8	-	GH179(81-239)	-	-	1	-	-
NODE_437_length_37367_cov_9.982606_13	3.2.1.21:4;3.2.1.37:1;3.2.1.86:49	GH1(7-474)	GH1_e85(7-474)	GH1	3	GH1_e85	beta-glucan;xylan
NODE_437_length_37367_cov_9.982606_16	-	-	-	GT30	1	-	-
NODE_437_length_37367_cov_9.982606_17	-	GT4(189-339)	GT4_e2310(193-339)	GT4	3	GT4_e2310	-
NODE_437_length_37367_cov_9.982606_18	-	GT4(206-353)	GT4_e468(206-353)	GT4	3	GT4_e468	-
NODE_437_length_37367_cov_9.982606_19	-|-	GT4(224-373)+GT4(657-799)	GT4_e185(226-373)+GT4_e3476(660-799)	GT4	3	GT4_e185|GT4_e3476	-
NODE_437_length_37367_cov_9.982606_20	-	-	-	GT4	1	-	-
NODE_437_length_37367_cov_9.982606_24	-	-	-	GT4	1	-	-
NODE_43813_length_986_cov_2.711063_1	-	-	-	GH23	1	-	-
NODE_4382_length_6644_cov_3.319320_5	-	AA3(4-584)	-	-	1	-	-
NODE_4383_length_6642_cov_3.937604_7	-	-	-	GT121	1	-	-
NODE_4384_length_6640_cov_5.094002_1	-	-	-	GT32	1	-	-
NODE_43882_length_985_cov_2.046237_1	-	-	-	GT2	1	-	-
NODE_43885_length_985_cov_1.838710_2	-	-	GT4_e854(18-166)	-	1	-	-
NODE_43892_length_985_cov_1.502151_1	4.2.2.n1:10	GH103(1-120)	GH103_e0(1-121)	-	2	GH103_e0	peptidoglycan
NODE_43917_length_984_cov_3.054898_1	-	-	-	CBM50	1	-	-
NODE_43925_length_984_cov_2.613563_1	-	-	-	GH28	1	-	-
NODE_43936_length_984_cov_2.312164_2	-	-	-	GT0	1	-	-
NODE_4394_length_6625_cov_8.150228_4	-	-	-	GH0	1	-	-
NODE_43968_length_983_cov_2.538793_1	3.2.1.14:2	GH18(54-285)	GH18_e1(55-299)	CBM5+GH18	3	GH18_e1	chitin
NODE_43976_length_983_cov_2.260776_1	-	-	-	GH27	1	-	-
NODE_4397_length_6621_cov_19.717027_4	-	-	-	CBM73	1	-	-
NODE_4398_length_6621_cov_17.259823_7	-	-	-	GH0	1	-	-
NODE_43_length_99052_cov_41.945372_11	2.4.1.259:12;2.4.1.261:12	GT22(70-500)	GT22_e1(71-501)	-	2	GT22_e1	-
NODE_43_length_99052_cov_41.945372_12	-	-	-	GT22	1	-	-
NODE_43_length_99052_cov_41.945372_14	-	-	-	GT20	1	-	-
NODE_43_length_99052_cov_41.945372_15	-	-	-	GT20	1	-	-
NODE_43_length_99052_cov_41.945372_17	-	-	-	GT20	1	-	-
NODE_43_length_99052_cov_41.945372_24	-	-	-	GH20	1	-	-
NODE_43_length_99052_cov_41.945372_27	-	-	-	GH38	1	-	-
NODE_43_length_99052_cov_41.945372_44	-	-	-	GT49	1	-	-
NODE_44004_length_982_cov_16.686084_2	-	AA6(2-178)	-	-	1	-	-
NODE_44014_length_982_cov_3.321467_1	2.4.1.-:4|2.4.1.-:2	GT111(1-186)+GT8(213-326)	GT111_e0(1-187)+GT8_e1(219-326)	GT111+GT8	3	GT111_e0|GT8_e1	-
NODE_44019_length_982_cov_3.217907_1	-	-	-	GH28	1	-	-
NODE_4401_length_6617_cov_3.353246_1	-	-	-	GH5_12+GH5_12	1	-	-
NODE_4401_length_6617_cov_3.353246_2	-	GT22(6-341)	GT22_e34(2-342)	GT22	3	GT22_e34	-
NODE_44065_length_981_cov_2.860691_1	-	-	-	GH92	1	-	-
NODE_44079_length_981_cov_2.151188_1	-	GH23(93-204)	GH23_e488(94-198)	GH23	3	GH23_e488	-
NODE_44085_length_981_cov_1.894168_1	-	-	-	GH1	1	-	-
NODE_44099_length_980_cov_4.305946_1	-	GT2(4-165)	GT2(5-165)	GT2	3	GT2	-
NODE_440_length_37195_cov_62.141303_24	-	GT2(7-125)	GT2(8-141)	GT2	3	GT2	-
NODE_44107_length_980_cov_3.530811_1	-	GH31_2(1-274)	GH31_e60(2-275)	GH31_2	3	GH31_2	-
NODE_4410_length_6606_cov_4.148832_3	2.4.1.109:13	GT39(62-300)	GT39_e30(63-301)	GT39	3	GT39_e30	-
NODE_44128_length_980_cov_2.374054_1	-	GT2(17-180)	GT2(18-181)	GT2	3	GT2	-
NODE_44137_length_980_cov_2.128649_1	-	-	-	GH4	1	-	-
NODE_44149_length_980_cov_1.596757_1	-	GT4(117-257)	GT4_e774(120-254)	GT4	3	GT4_e774	-
NODE_4414_length_6603_cov_3.159743_5	-	-	-	GH38	1	-	-
NODE_44150_length_980_cov_1.476757_2	-	AA3_2(12-225)	AA3_e57(4-225)	-	2	AA3_2	-
NODE_44157_length_979_cov_10.217532_2	-	AA6(2-178)	-	-	1	-	-
NODE_44187_length_979_cov_2.387446_1	-	-	-	GH30_7+GH30_7	1	-	-
NODE_4419_length_6592_cov_45.028453_5	-	-	-	GT2	1	-	-
NODE_44200_length_979_cov_1.906926_2	3.2.1.22:9	GH4(3-147)	GH4_e17(4-147)	-	2	GH4_e17	raffinose
NODE_4420_length_6591_cov_5.682375_8	-	GH24(30-161)	GH24_e283(32-162)	GH24	3	GH24_e283	peptidoglycan
NODE_44227_length_978_cov_3.036836_1	-	GH105(31-325)	GH105_e57(31-325)	GH105	3	GH105_e57	-
NODE_44229_length_978_cov_3.018418_1	-	-	-	GT49	1	-	-
NODE_44246_length_978_cov_2.514626_3	-	-	GH24_e242(26-175)	-	1	-	peptidoglycan
NODE_4427_length_6584_cov_3.560729_2	-	-	-	GH0	1	-	-
NODE_4429_length_6582_cov_23.694806_1	-	-	-	GT1	1	-	-
NODE_4429_length_6582_cov_23.694806_3	-	-	-	GH13_11	1	-	-
NODE_442_length_37057_cov_5.790065_1	-	-	-	GT35	1	-	-
NODE_442_length_37057_cov_5.790065_11	-	GH3(65-291)	GH3_e72(63-292)	GH3	3	GH3_e72	-
NODE_442_length_37057_cov_5.790065_7	-	-	-	GH184	1	-	-
NODE_44312_length_977_cov_2.195228_2	-	-	-	GH3	1	-	-
NODE_44332_length_976_cov_4.540717_1	-	-	-	GH13_3	1	-	-
NODE_44348_length_976_cov_2.773073_1	-	GT2(7-116)	GT2(7-118)	-	2	GT2	-
NODE_4434_length_6572_cov_81.461255_2	2.4.1.15:96	GT20(2-457)	GT20_e1(2-458)	GT20	3	GT20_e1	-
NODE_4435_length_6571_cov_5.498926_2	-	GT15(134-496)	GT15_e5(136-496)	GT15	3	GT15_e5	-
NODE_4436_length_6567_cov_200.801904_1	2.4.2.43:13	GT83(22-328)	GT83_e0(27-328)	GT83	3	GT83_e0	-
NODE_4436_length_6567_cov_200.801904_3	-	-	-	GT83	1	-	-
NODE_4436_length_6567_cov_200.801904_4	-	GT2(11-172)	GT2(12-174)	GT2	3	GT2	-
NODE_44385_length_975_cov_155.367391_1	2.4.1.25:4;3.2.1.68:75;3.2.1.-:1	CBM48(8-98)	CBM48_e3(8-99)	CBM48+GH13_11	3	CBM48_e3	-;alpha-glucan
NODE_443_length_36982_cov_41.869689_21	-	GT15(127-488)	GT15_e5(129-488)	GT15	3	GT15_e5	-
NODE_4440_length_6564_cov_4.171301_4	-	-	-	PL4_5+PL4_5	1	-	-
NODE_4440_length_6564_cov_4.171301_6	2.4.1.15:146	GT20(1-177)	GT20_e0(1-177)	GT20	3	GT20_e0	-
NODE_44411_length_975_cov_3.075000_1	-	-	-	GH13_26	1	-	-
NODE_4442_length_6557_cov_47.007844_1	-	GH105(42-354)	GH105_e59(43-354)	GH105	3	GH105_e59	-
NODE_44441_length_975_cov_2.153261_2	-	GH73(83-222)	GH73_e204(86-220)	GH73	3	GH73_e204	-
NODE_44444_length_975_cov_2.017391_2	-	AA6(6-193)	AA6_e2(7-193)	-	2	AA6_e2	lignin
NODE_4445_length_6556_cov_4.150131_1	-	GT24(571-761)	GT24_e0(573-761)	-	2	GT24_e0	-
NODE_44467_length_974_cov_6.510337_1	-	GT120(1-323)	-	GT120	2	GT120	-
NODE_44489_length_974_cov_2.387378_1	-	-	-	CBM48+GH13_9	1	-	-
NODE_444_length_36977_cov_23.400195_21	-	-	-	GH27	1	-	-
NODE_444_length_36977_cov_23.400195_30	-	-	-	GH28	1	-	-
NODE_44508_length_973_cov_62.948802_1	4.2.2.n1:2	GH23(134-280)	GH23_e150(135-281)	GH23	3	GH23_e150	-
NODE_4453_length_6542_cov_136.979806_1	-	GT2(278-395)	GT2(279-395)	GT2	3	GT2	-
NODE_44559_length_973_cov_1.956427_2	-	-	GT4_e3065(17-157)	GT4	2	GT4_e3065	-
NODE_4456_length_6537_cov_5.806233_5	-	-	-	GH28	1	-	-
NODE_4456_length_6537_cov_5.806233_6	-	GH109(6-154)	-	-	1	-	-
NODE_4458_length_6535_cov_80.571142_6	-	-	-	GT2	1	-	-
NODE_4459_length_6533_cov_32.495369_1	-	GT4(326-480)	GT4_e280(331-480)	-	2	GT4_e280	-
NODE_4459_length_6533_cov_32.495369_2	-	GT4(326-475)	GT4_e658(326-476)	-	2	GT4_e658	-
NODE_4459_length_6533_cov_32.495369_3	-|2.4.1.-:1	GT4(314-465)+GT113(515-817)	GT4_e658(316-466)+GT113_e0(517-817)	-	2	GT4_e658|GT113_e0	-
NODE_44601_length_972_cov_2.552890_1	-	GT83(2-288)	-	-	1	-	-
NODE_44613_length_972_cov_2.173391_1	-	-	-	GH38	1	-	-
NODE_4461_length_6532_cov_27.243014_2	-	GH20(161-505)	GH20_e94(162-505)	GH20	3	GH20_e94	-
NODE_44637_length_971_cov_5.718341_1	3.2.1.23:41	GH2_10(1-320)	GH2_e92(1-323)	GH2_10	3	GH2_10	beta-galactan
NODE_4463_length_6526_cov_5.284191_2	-	-	-	GH105	1	-	-
NODE_44662_length_971_cov_2.153930_1	-	GH25(4-171)	GH25_e175(1-172)	GH25	3	GH25_e175	peptidoglycan
NODE_44667_length_971_cov_1.858079_2	4.2.2.6:3	-	PL22_e0(31-109)	-	1	-	pectin
NODE_44682_length_970_cov_11.877596_1	-	-	-	GH1	1	-	-
NODE_446_length_36841_cov_30.637634_17	3.2.1.21:4;3.2.1.37:1;3.2.1.86:49	GH1(2-460)	GH1_e85(5-460)	GH1	3	GH1_e85	beta-glucan;xylan
NODE_446_length_36841_cov_30.637634_22	4.2.2.2:6	PL2_1(28-556)	PL2_e0(29-557)	PL2_1	3	PL2_1	pectin
NODE_446_length_36841_cov_30.637634_32	-	CE1(176-389)	-	-	1	-	-
NODE_446_length_36841_cov_30.637634_34	-	-	-	GT1	1	-	-
NODE_44718_length_970_cov_2.228415_1	-	-	-	GH39	1	-	-
NODE_4471_length_6513_cov_4.896717_2	-	-	-	GT0	1	-	-
NODE_44724_length_970_cov_1.867760_1	2.4.99.-:1	GT107(62-321)	GT107_e2(66-322)	GT107	3	GT107_e2	-
NODE_44726_length_970_cov_1.706011_1	2.4.1.1:158	GT35(2-319)	GT35_e0(2-323)	GT35	3	GT35_e0	-
NODE_44741_length_969_cov_7.560175_1	-	-	GH23_e489(29-110)	-	1	-	-
NODE_4474_length_6509_cov_20.975519_2	4.2.2.n1:10	GH103(62-351)	GH103_e0(63-351)	GH103	3	GH103_e0	peptidoglycan
NODE_4475_length_6509_cov_5.057484_2	-	-	-	GH47	1	-	-
NODE_4475_length_6509_cov_5.057484_3	-	-	-	GT48	1	-	-
NODE_4476_length_6508_cov_8.718735_2	-	-	-	GH13_29	1	-	-
NODE_4476_length_6508_cov_8.718735_3	3.2.1.93:2	GH13_29(27-370)	GH13_e1(28-370)	GH13_29	3	GH13_29	trehalose
NODE_4477_length_6508_cov_3.607779_5	-	-	-	AA2	1	-	-
NODE_44781_length_969_cov_1.966083_1	-	-	-	GH125	1	-	-
NODE_447_length_36763_cov_7.392993_19	-	PL1(83-321)	PL1_e1(84-321)	PL1	3	PL1_e1	-
NODE_447_length_36763_cov_7.392993_2	-	GT4(179-325)	GT4_e148(184-325)	-	2	GT4_e148	-
NODE_447_length_36763_cov_7.392993_3	-	-	-	GT2	1	-	-
NODE_4483_length_6503_cov_3.985422_1	1.11.1.5:2	AA2(100-275)	AA2_e0(100-282)	AA2	3	AA2_e0	lignin
NODE_44854_length_968_cov_1.824754_2	-	GH5_54(1-151)	GH5_e18(1-149)	GH5	3	GH5_54	-
NODE_44869_length_967_cov_19.109649_1	-	-	-	GT4	1	-	-
NODE_4486_length_6498_cov_10.198200_1	-	-	GT83_e42(10-150)	-	1	-	-
NODE_4486_length_6498_cov_10.198200_3	-	-	-	GT83	1	-	-
NODE_4486_length_6498_cov_10.198200_4	-	GT2(11-172)	GT2(12-174)	GT2	3	GT2	-
NODE_4488_length_6497_cov_3.773362_3	3.5.1.25:23	CE9(5-376)	CE9_e0(6-377)	CE9	3	CE9_e0	host glycan
NODE_448_length_36709_cov_5.944099_18	-	-	-	CBM18+GH16_19	1	-	-
NODE_448_length_36709_cov_5.944099_23	-	GT71(215-505)	GT71_e3(216-505)	-	2	GT71_e3	-
NODE_448_length_36709_cov_5.944099_3	2.4.1.131:20;2.4.1.-:1	GT15(168-438)	GT15_e0(170-439)	GT15	3	GT15_e0	-
NODE_4491_length_6494_cov_5.672465_2	-	-	-	GH16_20	1	-	-
NODE_4491_length_6494_cov_5.672465_3	3.2.1.21:3	GH3(16-228)	GH3_e51(16-231)	GH3	3	GH3_e51	beta-glucan
NODE_44955_length_966_cov_2.997805_1	-	GT9(102-251)	GT9_e213(103-255)	GT9	3	GT9_e213	-
NODE_44956_length_966_cov_2.916575_1	-	CE1(11-191)	-	-	1	-	-
NODE_4495_length_6490_cov_3.774514_4	-	-	GT1_e554(5-97)	-	1	-	-
NODE_44960_length_966_cov_2.800220_1	-	-	-	GH23	1	-	-
NODE_449_length_36646_cov_11.751004_14	2.4.1.352:2	GH13_18(80-422)	GH13_e137(83-423)	GH13_18	3	GH13_18	glucosylglycerate
NODE_449_length_36646_cov_11.751004_25	2.4.1.129:12	GT51(54-229)	GT51_e130(55-230)	GT51	3	GT51_e130	-
NODE_449_length_36646_cov_11.751004_3	-	GH188(3-154)	-	-	1	-	-
NODE_449_length_36646_cov_11.751004_5	-	-	-	GH36	1	-	-
NODE_449_length_36646_cov_11.751004_9	2.4.1.25:11	GH77(144-672)	GH77_e27(145-671)	GH77	3	GH77_e27	alpha-glucan
NODE_44_length_98089_cov_40.730971_24	-	-	-	GH43_24+GH43_24	1	-	-
NODE_44_length_98089_cov_40.730971_29	-	-	-	GT48	1	-	-
NODE_44_length_98089_cov_40.730971_4	2.4.1.-:1	GT32(85-163)	GT32_e52(84-163)	-	2	GT32_e52	-
NODE_44_length_98089_cov_40.730971_48	-	-	-	GH16_18+GH16_18	1	-	-
NODE_44_length_98089_cov_40.730971_56	-	-	-	GT8	1	-	-
NODE_44_length_98089_cov_40.730971_8	-	-	-	GH18	1	-	-
NODE_45013_length_965_cov_3.296703_1	2.4.1.25:4;3.2.1.68:75;3.2.1.-:1|3.2.1.68:15;3.2.1.-:1	GH13_11(170-321)	CBM48_e3(6-99)+GH13_e48(170-321)	CBM48+GH13_11	3	CBM48_e3|GH13_11	-;alpha-glucan
NODE_45065_length_964_cov_20.156216_1	-	-	-	GT30	1	-	-
NODE_4507_length_6476_cov_69.115091_1	-	-	-	GH73	1	-	-
NODE_4509_length_6475_cov_108.343302_1	-	-	GT4_e3218(172-288)	GT4	2	GT4_e3218	-
NODE_450_length_36643_cov_5.924565_15	-	-	-	GH16_22+GH16_22	1	-	-
NODE_4514_length_6471_cov_9.438123_1	-	-	CBM50_e486(136-177)	CBM50	2	CBM50_e486	chitin
NODE_45152_length_963_cov_3.446035_1	-|-	-	CBM50_e771(31-70)+CBM50_e338(87-129)	-	1	-	chitin
NODE_45160_length_963_cov_3.073789_2	-	GT28(86-248)	GT28_e97(87-249)	GT28	3	GT28_e97	-
NODE_45163_length_963_cov_2.806167_1	-	-	-	AA11	1	-	-
NODE_4517_length_6469_cov_11.554568_3	-	-	-	CE12	1	-	-
NODE_4518_length_6469_cov_4.126130_4	-	-	-	GT15	1	-	-
NODE_4519_length_6468_cov_16.044129_2	-	-	-	CE4	1	-	-
NODE_45212_length_962_cov_3.142227_2	-	-	GH23_e929(6-92)	-	1	-	-
NODE_4524_length_6463_cov_3.183677_1	2.4.1.173:13	GT1(1011-1419)	GT1_e24(1012-1420)	GT1	3	GT1_e24	-
NODE_4524_length_6463_cov_3.183677_2	-	-	-	GT1	1	-	-
NODE_4529_length_6459_cov_32.336352_1	-	GH32(43-285)	GH32_e112(44-285)	GH32	3	GH32_e112	fructan
NODE_452_length_36578_cov_72.569751_2	-	-	-	GH152	1	-	-
NODE_452_length_36578_cov_72.569751_24	-	-	-	GT2	1	-	-
NODE_4530_length_6458_cov_56.610027_4	-	-	-	GH65	1	-	-
NODE_45321_length_960_cov_5.458564_1	-	-	-	GT22	1	-	-
NODE_45330_length_960_cov_3.350276_1	-	GT2(44-221)	GT2(44-230)	GT2	3	GT2	-
NODE_4533_length_6456_cov_48.753788_1	-	-	-	GH13_30	1	-	-
NODE_4533_length_6456_cov_48.753788_3	2.4.1.182:13	GT19(8-364)	GT19_e17(9-365)	GT19	3	GT19_e17	-
NODE_4534_length_6456_cov_5.112482_1	-	-	-	CE4	1	-	-
NODE_45364_length_960_cov_1.710497_1	-	-	GH23_e3(39-104)	-	1	-	-
NODE_4536_length_6455_cov_50.418125_3	-	-	GT4_e3218(170-307)	GT4	2	GT4_e3218	-
NODE_45373_length_959_cov_13.019912_1	-	CE1(3-213)	-	-	1	-	-
NODE_45378_length_959_cov_7.149336_1	-	-	-	GT35	1	-	-
NODE_45417_length_959_cov_1.891593_1	-	-	GT2(1-51)	-	1	-	-
NODE_45417_length_959_cov_1.891593_2	-	-	GT2(1-158)	GT2	2	GT2	-
NODE_45438_length_958_cov_3.779623_1	-	-	-	GH12	1	-	-
NODE_45442_length_958_cov_3.457364_1	-	GH188(6-135)	-	-	1	-	-
NODE_45450_length_958_cov_2.858250_3	-	-	GT4_e1700(1-56)	-	1	-	-
NODE_45457_length_958_cov_2.482835_2	2.4.1.25:11	GH77(1-229)	GH77_e27(1-229)	GH77	3	GH77_e27	alpha-glucan
NODE_45465_length_958_cov_2.193798_1	-	-	-	GH38	1	-	-
NODE_45480_length_958_cov_1.518272_1	-	-	-	GH2_19+GH2_19	1	-	-
NODE_4549_length_6438_cov_4.391195_6	-	-	-	GH76	1	-	-
NODE_45511_length_957_cov_2.515521_2	2.4.99.-:1	GT73(5-213)	GT73_e0(4-214)	GT73	3	GT73_e0	-
NODE_45544_length_956_cov_3.144284_1	-	-	-	GH189+GH94+GT84	1	-	-
NODE_4556_length_6433_cov_4.876764_3	-	-	-	PL4_5+PL4_5	1	-	-
NODE_4557_length_6433_cov_4.069458_5	-	AA7(137-332)	-	GH3	2	AA7	-
NODE_4558_length_6433_cov_3.815930_1	-	-	-	GH6	1	-	-
NODE_45596_length_955_cov_3.770000_2	-	-	-	GT21	1	-	-
NODE_4561_length_6424_cov_10.165332_3	-	-	GT4_e3687(149-269)	GT4	2	GT4_e3687	-
NODE_4564_length_6423_cov_10.546639_2	-	-	-	GH13_29	1	-	-
NODE_4564_length_6423_cov_10.546639_3	3.2.1.93:2	GH13_29(27-370)	GH13_e1(28-370)	GH13_29	3	GH13_29	trehalose
NODE_45652_length_954_cov_3.125695_1	-	-	-	GT35	1	-	-
NODE_4567_length_6420_cov_5.168892_3	-	AA3(3-533)	-	-	1	-	-
NODE_45680_length_954_cov_1.500556_1	-	-	GT83_e36(49-182)	-	1	-	-
NODE_45690_length_953_cov_4.961024_1	2.4.1.1:158	GT35(1-317)	GT35_e0(1-317)	GT35	3	GT35_e0	-
NODE_456_length_36168_cov_42.458533_8	-	-	-	GT35	1	-	-
NODE_45708_length_953_cov_2.744989_1	-	-	-	GT121	1	-	-
NODE_45725_length_953_cov_2.145880_2	2.4.1.25:2;3.2.1.33:2	-	GH13_e153(17-157)	-	1	-	alpha-glucan
NODE_4572_length_6413_cov_5.078956_2	2.4.99.18:21	GT66(14-650)	GT66_e1(22-653)	GT66	3	GT66_e1	-
NODE_4575_length_6409_cov_79.082468_5	-	CE1(206-434)	-	-	1	-	-
NODE_457_length_36154_cov_19.926535_15	-	-	-	GH13_26	1	-	-
NODE_457_length_36154_cov_19.926535_25	-	-	-	GT2	1	-	-
NODE_45824_length_951_cov_3.061384_1	-	GT4(79-209)	GT4_e627(80-210)	-	2	GT4_e627	-
NODE_45844_length_951_cov_2.116071_1	-	-	-	GT2	1	-	-
NODE_4587_length_6397_cov_3.800378_1	3.2.1.28:32	GH37(326-880)	GH37_e7(341-879)	GH37	3	GH37_e7	trehalose
NODE_4587_length_6397_cov_3.800378_4	-	-	-	GH23	1	-	-
NODE_45890_length_950_cov_3.163128_1	-	-	-	GH76	1	-	-
NODE_458_length_36065_cov_9.352235_30	-	-	-	GH13_3	1	-	-
NODE_4592_length_6392_cov_5.354584_2	-	AA1(67-555)	AA1_e20(76-290)	-	2	AA1_e20	lignin
NODE_45935_length_949_cov_11.523490_1	-	-	GH24_e249(87-179)	GH24	2	GH24_e249	peptidoglycan
NODE_4593_length_6392_cov_3.577087_4	-	-	-	GH18+CBM5+CBM5	1	-	-
NODE_45941_length_949_cov_4.052573_1	-	GT4(107-241)	GT4_e3707(109-242)	GT4	3	GT4_e3707	-
NODE_45948_length_949_cov_3.068233_1	-	GT4(156-308)	GT4_e255(155-308)	GT4	3	GT4_e255	-
NODE_45996_length_948_cov_4.568869_2	-	-	-	GH47	1	-	-
NODE_459_length_36026_cov_188.822746_27	-	-	-	GH3	1	-	-
NODE_459_length_36026_cov_188.822746_31	-	-	-	GH13_25+GH133+GH13_25	1	-	-
NODE_45_length_96232_cov_41.036506_24	1.10.3.2:1	AA1_2(69-397)	AA1_e26(69-512)	AA1_2	3	AA1_2	lignin
NODE_45_length_96232_cov_41.036506_32	3.2.1.39:6;3.2.1.-:3	GH17(37-317)	GH17_e35(34-318)	-	2	GH17_e35	-;beta-glucan
NODE_45_length_96232_cov_41.036506_40	-	-	-	GH16_18	1	-	-
NODE_4600_length_6382_cov_4.085665_2	-	-	-	CE5	1	-	-
NODE_46023_length_948_cov_2.441209_2	-	GT2(3-134)	GT2(4-127)	-	2	GT2	-
NODE_4602_length_6379_cov_4.936116_1	-	-	-	GH16_18+GH16_18	1	-	-
NODE_46044_length_948_cov_1.650616_1	-	-	GT4_e3747(201-309)	GT0+GT2	2	GT4_e3747	-
NODE_46046_length_948_cov_1.593505_1	-	GT76(69-265)	GT76_e12(75-261)	GT0	3	GT76_e12	-
NODE_46053_length_947_cov_38.789238_1	2.4.99.-:1	GT112(1-315)	GT112_e1(1-315)	GT112	3	GT112_e1	-
NODE_4605_length_6378_cov_3.313933_1	-	-	-	GH130_3	1	-	-
NODE_46076_length_947_cov_3.355381_1	2.4.1.1:158	GT35(4-315)	GT35_e0(1-315)	GT35	3	GT35_e0	-
NODE_46078_length_947_cov_3.137892_1	3.5.1.108:18	CE11(1-118)	CE11_e22(1-118)	-	2	CE11_e22	exo-polysaccharide
NODE_4608_length_6376_cov_3.874545_4	-	-	-	GT1	1	-	-
NODE_46090_length_947_cov_2.660314_1	-	AA3_2(2-306)	AA3_e57(3-307)	-	2	AA3_2	-
NODE_460_length_35997_cov_43.793640_20	-	-	-	GH130_1	1	-	-
NODE_460_length_35997_cov_43.793640_28	-	-	-	GT4	1	-	-
NODE_4611_length_6371_cov_29.876346_5	-	-	GT2(35-139)	GT2	2	GT2	-
NODE_46129_length_946_cov_4.792368_1	2.4.1.276:2	GT1(10-223)	GT1_e11(1-224)	GT1	3	GT1_e11	-
NODE_4615_length_6367_cov_4.570976_4	-	-	-	GT0	1	-	-
NODE_4616_length_6367_cov_3.325412_1	-	-	-	GH71	1	-	-
NODE_46190_length_945_cov_3.866292_1	-	-	-	GH103+GT119	1	-	-
NODE_4619_length_6359_cov_6.055044_3	-	-	-	GT2	1	-	-
NODE_461_length_35920_cov_8.597937_2	4.2.2.n1:10	GH103(63-349)	GH103_e0(61-349)	GH103	3	GH103_e0	peptidoglycan
